Symbol,Name,Last,"Prev High","Prev Low","1M High","1M Low",Volume,"Prev Vol","1M Avg Vol","Earnings ttm","Book Value","Div Yield"
TYL,"Tyler Technologies",350.72,358.43,349.34,358.43,319.58,195402,209900,282148,4.11,45.46,0.00%
UA,"Under Armour Inc Cl C",10.54,10.46,9.93,10.89,9.12,2856753,3659400,4846671,-0.32,3.13,0.00%
UAA,"Under Armour",12.06,11.94,11.34,12.42,10.14,4764496,7503700,8215167,-0.32,3.13,0.00%
UAL,"United Airlines Holdings Inc",36.01,35.49,34.57,39.77,31.22,35080902,18972199,27865191,-5.14,29.27,0.00%
UDR,"United Dominion Realty Trust",34.74,33.81,32.56,36.07,31.61,2583687,2846400,2350552,0.62,11.57,4.15%
UHS,"Universal Health Services",109.15,108.1,104.57,122.99,99.47,482638,647200,803495,9.44,67.84,0.00%
ULTA,"Ulta Beauty Inc",228.68,229.51,224.54,244,212.06,940700,704100,851924,5.69,31.44,0.00%
UNH,"Unitedhealth Group Inc",311.98,315.17,309.15,323.82,289.64,2338048,2731200,2820319,18.62,69.99,1.60%
UNM,"Unumprovident Corp",17.68,17.15,16.66,19.99,15.79,2303705,1826200,2563890,5.35,51.88,6.45%
UNP,"Union Pacific Corp",196.35,198,192.1,205.78,188.5,3231441,3147000,2659181,8.06,24.24,1.98%
UPS,"United Parcel Service",166.96,170.8,166.88,171.98,154.63,4482652,4934100,3910743,7.46,5.07,2.42%
URI,"United Rentals",185.02,176.58,171.88,186.24,159.01,1159129,911500,809271,18.59,54.2,0.00%
USB,"U.S. Bancorp",36.77,36.09,35.44,38.94,34.17,5406160,4618100,6877281,3.36,34.84,4.57%
V,"Visa Inc",201.46,205.2,201.64,214.93,193.13,6019734,7234600,8291252,5.38,18.29,0.60%
VAR,"Varian Medical Systems",171.93,172.65,170.95,174.9,170.95,1315040,2108800,1486171,4,21.4,0.00%
VFC,"V.F. Corp",72.53,71.83,70.43,77.3,66.71,1261675,1741900,2398562,2.02,7.47,2.65%
VIAC,"Viacomcbs Inc Cl B",27.97,28.16,27.03,31.4,26.99,9108899,13944100,10833167,4.3,23.62,3.43%
VLO,"Valero Energy Corp",40.73,42,39.72,54.48,38.87,6992108,10606600,5227576,2.7,50.6,9.62%
VMC,"Vulcan Materials Company",136.8,138.81,133.83,138.81,119.68,1159233,975100,858133,4.83,43.52,0.99%
VNO,"Vornado Realty Trust",35.71,34.66,33.46,38.17,31.36,1364039,1221400,1870971,0.56,36.25,5.94%
VRSK,"Verisk Analytics Inc",182.1,188.73,184.93,192.77,175.37,600900,808400,717671,4.71,13.41,0.59%
VRSN,"Verisign Inc",202.16,208.19,205.92,220.13,194.95,419200,425700,760910,6.74,-12.19,0.00%
VRTX,"Vertex Pharmaceutic",260.8,275.4,270.65,281.86,253.97,1339300,932500,1315667,6.88,28.87,0.00%
VTR,"Ventas Inc",44.61,43.55,41.89,46.49,39.14,2921758,2202900,2917100,1.09,27.88,4.03%
VZ,"Verizon Communications Inc",59.24,59.6,59.03,61.5,58.65,10741765,14547000,14749066,4.82,15.49,4.15%
WAB,"Wabtec Corp",62.72,62.55,60.22,70.44,59.28,803814,1598300,1134709,3.91,51.92,0.77%
WAT,"Waters Corp",195.89,198.68,194.07,218.48,187.31,284939,438600,393805,8.58,-3.1,0.00%
WBA,"Walgreens Boots Alliance",35.77,36.12,35.54,38.33,33.88,5464900,4808800,7278471,5.15,24.31,5.23%
WDAY,"Workday Inc",218.98,222.75,216.7,233.23,195.81,1680500,2390000,1981895,-1.26,11.98,0.00%
WDC,"Western Digital Cp",35.96,37.03,36.09,41.12,35.29,5366500,7795500,6486291,2.11,31.87,0.00%
WEC,"Wisconsin Energy Corp",97.71,98.31,96.87,100.43,92.76,1218446,996100,1227233,3.7,33.26,2.59%
WELL,"Welltower Inc",57.94,56.45,54.31,61.8,51.22,2569003,4048400,3233147,3.51,40.57,4.21%
WFC,"Wells Fargo & Company",23.99,23.81,23.16,26,22.56,26238579,38879801,47233938,1.2,43.72,1.67%
WHR,"Whirlpool Corp",184.21,185.54,181.47,186.85,164.06,444458,729100,677500,13.85,63.01,2.61%
WLTW,"Willis Towers WT",209.61,210.84,207.47,218.78,194.71,489400,698100,876490,11.35,81.14,1.30%
WM,"Waste Management",113.89,113.99,112.03,118.92,109.06,1089792,1510700,1726148,4.19,16.32,1.91%
WMB,"Williams Companies",19.09,19.6,18.66,21.64,18.31,11697162,14455500,11098043,1.01,12.43,8.38%
WMT,"Wal-Mart Stores",140.5,144.38,140.26,149.6,134.75,8194974,14430300,11355843,5.28,28.65,1.54%
WRB,"W.R. Berkley Corp",61.27,61.57,60.17,65.4,58.84,373828,511500,703952,2.31,32.84,0.78%
WRK,"Westrock Company",35.02,35.39,33.8,39.24,31.39,2577351,2146200,3469352,3.25,45.18,2.28%
WST,"West Pharmaceutical Services",273.85,280.5,274.55,287.81,254.01,281188,398200,523362,3.87,21.75,0.23%
WU,"Western Union Company",21.4,21.75,21.12,24.01,21.05,2970598,4166200,3464295,1.72,-0.18,4.21%
WY,"Weyerhaeuser Company",29.11,28.95,28.25,31,26.51,4856387,4168300,4539957,0.4,10.99,0.00%
WYNN,"Wynn Resorts Ltd",73.2,72.71,71.11,91.9,68.79,3115700,4258800,3741443,-10.13,2.54,0.00%
XEL,"XCEL Energy Inc",70.48,70.41,69.24,72.43,65.69,2265200,2240100,2302538,2.67,25.48,2.44%
XLNX,"Xilinx Inc",102.59,107.67,105.37,107.67,96.71,1760800,1713600,1740629,3.05,9.49,1.48%
XOM,"Exxon Mobil Corp",32.98,34.1,32.94,40.03,32.21,32694347,36890199,29121590,0.92,44.26,10.55%
XRAY,"Dentsply Sirona Inc",43.66,44.6,42.74,48.11,41.52,654200,671300,1215348,1.55,21.2,0.92%
XRX,"Xerox Corp",19.05,19.19,18.57,19.59,17.35,2666263,2331800,3017362,2.77,26.74,5.25%
XYL,"Xylem Inc",84.43,84.98,81.91,87.64,80.05,611413,698900,974038,2.34,15.92,1.23%
YUM,"Yum! Brands",95.17,92.51,91.21,98.54,88.08,2173349,1300700,1633329,3.26,-26.9,1.98%
ZBH,"Zimmer Biomet Holdings",137.69,138.9,135.9,147.92,129.15,971631,1101900,986319,5.82,56.24,0.70%
ZBRA,"Zebra Technologies",258.81,259.15,254.34,291.16,246.83,354500,461300,365629,11.31,33.8,0.00%
ZION,"Zions Bancorp",29.85,29.57,28.79,33.97,27.55,3176100,1515200,1707929,2.69,46.19,4.56%
ZM,"Zoom Video Communications Cl A",482.23,483.73,465,529.74,345.68,12791700,7859300,13736238,0.87,4.21,0.00%
ZTS,"Zoetis Inc Cl A",163.55,166.78,163.1,166.79,152.5,1042653,1061900,1495405,3.7,6.29,0.49%
"Downloaded from Barchart.com as of 10-03-2020 11:00am CDT"
