Symbol,Name,Last,"Prev High","Prev Low","1M High","1M Low",Volume,"Prev Vol","1M Avg Vol","Earnings ttm","Book Value","Div Yield"
TXT,"Textron Inc",35.11,37.4,35.83,41.08,33.76,1580159,1101100,1326695,2.54,24.24,0.22%
TYL,"Tyler Technologies",357.26,352.5,344.6,358.43,319.58,209912,345400,283895,4.11,45.46,0.00%
UA,"Under Armour Inc Cl C",10.35,10.09,9.8,10.89,9.12,3659460,2712900,4920095,-0.32,3.13,0.00%
UAA,"Under Armour",11.86,11.47,11.13,12.42,10.14,7503739,4808400,8301881,-0.32,3.13,0.00%
UAL,"United Airlines Holdings Inc",35.18,36.22,34.54,39.77,31.22,18972199,29441301,27462424,-5.14,29.27,0.00%
UDR,"United Dominion Realty Trust",33.8,32.85,32.18,36.07,31.61,2846481,3112200,2340724,0.62,11.57,4.46%
UHS,"Universal Health Services",106.2,108.61,103.32,122.99,99.47,647264,747700,804595,9.44,67.84,0.00%
ULTA,"Ulta Beauty Inc",228.63,229.13,222.16,244,212.06,704100,751200,850186,5.69,31.44,0.00%
UNH,"Unitedhealth Group Inc",313.07,314.52,303.99,323.82,289.64,2731236,3497300,2844529,18.62,69.99,1.64%
UNM,"Unumprovident Corp",17,17,16.61,19.99,15.79,1826227,2341600,2519081,5.35,51.88,6.83%
UNP,"Union Pacific Corp",194.23,202.2,196.32,205.78,188.5,3147087,3606100,2666943,8.06,24.24,1.97%
UPS,"United Parcel Service",167.65,169.67,165.5,171.98,154.63,4934140,5426700,3877190,7.46,5.07,2.40%
URI,"United Rentals",175.35,179.45,171.75,185.29,159.01,911547,800900,791633,18.59,54.2,0.00%
USB,"U.S. Bancorp",36,36.17,35.34,38.94,34.17,4618108,9457400,7017291,3.36,34.84,4.76%
V,"Visa Inc",203.35,202.54,198.89,217.35,193.13,7234628,9157500,8474305,5.38,18.29,0.60%
VAR,"Varian Medical Systems",171.63,172.21,171.9,174.97,170.95,2108879,1584100,1482609,4,21.4,0.00%
VFC,"V.F. Corp",71.58,71.29,69.65,77.3,66.65,1741987,1979600,2434348,2.02,7.47,2.76%
VIAC,"Viacomcbs Inc Cl B",27.68,29.51,27.88,31.4,27.03,13944100,9358700,10724171,4.3,23.62,3.31%
VLO,"Valero Energy Corp",40.28,44.4,42.93,54.48,39.72,10606694,4757000,5083167,2.7,50.6,9.03%
VMC,"Vulcan Materials Company",134.38,136.44,133.24,138.81,119.68,975147,1029100,845424,4.83,43.52,1.02%
VNO,"Vornado Realty Trust",34.65,34.85,33.24,38.17,31.36,1221442,1654000,1930343,0.56,36.25,6.27%
VRSK,"Verisk Analytics Inc",185.64,186.7,183.18,193.61,175.37,808400,1001900,731948,4.71,13.41,0.59%
VRSN,"Verisign Inc",207.22,207.36,203.6,220.51,194.95,425700,638500,778205,6.74,-12.19,0.00%
VRTX,"Vertex Pharmaceutic",273.51,274.66,269.46,283.45,253.97,932500,1382800,1316286,6.88,28.87,0.00%
VTR,"Ventas Inc",43.49,43.42,41.48,46.49,39.14,2202912,2488000,2949081,1.09,27.88,4.23%
VZ,"Verizon Communications Inc",59.45,59.71,59.04,61.5,58.65,14547081,16348300,15271452,4.82,15.49,4.15%
WAB,"Wabtec Corp",60.73,63.76,61.5,70.44,59.28,1598310,1152900,1143762,3.91,51.92,0.77%
WAT,"Waters Corp",195.68,198.05,194.19,218.48,187.31,438668,370100,398486,8.58,-3.1,0.00%
WBA,"Walgreens Boots Alliance",35.87,36.29,35.55,38.33,33.88,4808800,6679200,7383586,5.15,24.31,5.29%
WDAY,"Workday Inc",220.52,222.5,214,243.38,195.81,2390000,2123400,2065176,-1.26,11.98,0.00%
WDC,"Western Digital Cp",36.33,38.02,36.47,41.12,35.56,7795500,14137899,6583986,2.11,31.87,0.00%
WEC,"Wisconsin Energy Corp",98.25,97.61,96.38,100.43,92.76,996101,1345900,1249709,3.7,33.26,2.62%
WELL,"Welltower Inc",56.42,56.24,53.93,61.8,51.22,4048424,3399200,3240543,3.51,40.57,4.48%
WFC,"Wells Fargo & Company",23.56,23.87,23.25,26,22.56,38879813,43071500,47905152,1.2,43.72,1.72%
WHR,"Whirlpool Corp",183.19,186.85,181.8,186.85,164.06,729142,881600,687781,13.85,63.01,2.66%
WLTW,"Willis Towers WT",210.08,211.5,207.42,218.78,194.71,698100,888500,889029,11.35,81.14,1.31%
WM,"Waste Management",112.89,114.32,112.54,118.92,109.06,1510718,2130500,1807905,4.19,16.32,1.92%
WMB,"Williams Companies",18.78,20.5,19.63,21.64,18.66,14455508,11834200,10902000,1.01,12.43,7.90%
WMT,"Wal-Mart Stores",143.08,141.74,137.2,151.33,134.75,14430333,11608800,11785700,5.28,28.65,1.58%
WRB,"W.R. Berkley Corp",60.79,61.92,60.62,65.4,58.84,511502,858700,707852,2.31,32.84,0.79%
WRK,"Westrock Company",34.06,35.41,34.25,39.24,31.39,2146214,2098800,3464490,3.25,45.18,2.34%
WST,"West Pharmaceutical Services",275.79,277.8,272.57,288.65,254.01,398265,477500,536876,3.87,21.75,0.23%
WU,"Western Union Company",21.48,22.02,21.29,24.08,21.07,4166240,4639400,3487933,1.72,-0.18,4.13%
WY,"Weyerhaeuser Company",28.79,28.82,28.12,31,26.51,4168383,5067900,4666472,0.4,10.99,0.00%
WYNN,"Wynn Resorts Ltd",72.07,73.94,71.18,91.9,68.79,4258800,4450700,3709033,-10.13,2.54,0.00%
XEL,"XCEL Energy Inc",70.38,69.6,68.71,72.43,65.69,2240100,3208500,2333162,2.67,25.48,2.51%
XLNX,"Xilinx Inc",105.91,105.85,103.28,109.3,96.71,1713600,1982400,1769652,3.05,9.49,1.47%
XOM,"Exxon Mobil Corp",33.13,34.92,34.13,40.03,32.94,36890240,22223602,28822496,0.92,44.26,10.15%
XRAY,"Dentsply Sirona Inc",43.51,44.15,42.5,48.11,41.52,671300,1160000,1267986,1.55,21.2,0.94%
XRX,"Xerox Corp",18.67,18.92,18.5,19.59,17.35,2331851,2837500,3039614,2.77,26.74,5.42%
XYL,"Xylem Inc",82.56,85.16,83.42,87.64,80.05,698997,879900,988395,2.34,15.92,1.24%
YUM,"Yum! Brands",91.82,92.53,90.76,98.65,88.08,1300721,1735200,1619038,3.26,-26.9,2.07%
ZBH,"Zimmer Biomet Holdings",137.33,137.93,133.59,147.92,129.15,1101932,1009900,977243,5.82,56.24,0.72%
ZBRA,"Zebra Technologies",258.48,259.39,250.45,295.52,246.83,461300,596300,365914,11.31,33.8,0.00%
ZION,"Zions Bancorp",29.12,29.57,28.87,33.97,27.55,1515200,1911600,1631333,2.69,46.19,4.69%
ZM,"Zoom Video Communications Cl A",482.99,481.56,462,529.74,345.68,7859300,8971101,14025528,0.87,4.21,0.00%
ZTS,"Zoetis Inc Cl A",164.03,166.79,162.75,166.79,152.5,1061924,1906700,1531010,3.7,6.29,0.49%
"Downloaded from Barchart.com as of 10-01-2020 11:20pm CDT"
