Symbol,Name,Last,"Prev High","Prev Low","1M High","1M Low",Volume,"Prev Vol","1M Avg Vol","Earnings ttm","Book Value","Div Yield"
TYL,"Tyler Technologies",346.52,350.79,340.84,351.88,319.58,173200,246200,286471,4.11,45.46,0.00%
UA,"Under Armour Inc Cl C",9.77,10.13,9.91,10.89,8.71,2876500,2877000,4950448,-0.32,3.13,0.00%
UAA,"Under Armour",11.08,11.53,11.25,12.42,9.66,4985900,5783000,8150810,-0.32,3.13,0.00%
UAL,"United Airlines Holdings Inc",34.51,36.9,34.66,39.77,31.22,25029701,34828000,27865182,-5.14,29.27,0.00%
UDR,"United Dominion Realty Trust",32.32,33.38,32.58,36.07,31.61,1434800,1576100,2232467,0.62,11.57,4.44%
UHS,"Universal Health Services",102.53,108.95,103.81,122.99,99.47,737500,1135400,786762,9.44,67.84,0.00%
ULTA,"Ulta Beauty Inc",222.88,227.93,219.07,244,212.06,675500,765700,896090,5.69,31.44,0.00%
UNH,"Unitedhealth Group Inc",304.15,310.01,302.83,323.82,289.64,1797800,2575700,2873105,18.62,69.99,1.65%
UNM,"Unumprovident Corp",16.69,17.4,16.75,19.99,15.79,1665900,1764300,2477057,5.35,51.88,6.93%
UNP,"Union Pacific Corp",197.24,202.2,199.13,205.78,188.5,2317400,2070900,2533448,8.06,24.24,1.96%
UPS,"United Parcel Service",168.5,171.98,168.49,171.98,154.63,3138000,4338300,3719952,7.46,5.07,2.43%
URI,"United Rentals",174.21,178.64,170.99,185.29,159.01,602100,782700,787762,18.59,54.2,0.00%
USB,"U.S. Bancorp",35.3,36.46,35.67,38.94,34.17,5202700,5622900,6919491,3.36,34.84,4.78%
V,"Visa Inc",199.44,201.72,199.83,217.35,193.13,5559800,5565200,8406848,5.38,18.29,0.61%
VAR,"Varian Medical Systems",172,172.24,171.77,174.97,171.75,783500,836800,1456538,4,21.4,0.00%
VFC,"V.F. Corp",69.66,72.39,71.05,77.3,65.05,1886600,1269400,2463157,2.02,7.47,2.72%
VIAC,"Viacomcbs Inc Cl B",28.96,30.19,29.57,31.4,27.19,11467399,9323399,10189419,4.3,23.62,3.25%
VLO,"Valero Energy Corp",43.41,45.57,44.63,55.25,42.93,4385100,3248000,4717605,2.7,50.6,8.93%
VMC,"Vulcan Materials Company",132.7,135.71,131.74,135.71,119.28,544100,708400,839148,4.83,43.52,1.04%
VNO,"Vornado Realty Trust",33.8,35.1,33.84,38.17,31.36,1271500,1221700,1980629,0.56,36.25,6.34%
VRSK,"Verisk Analytics Inc",184.38,185.11,182.96,193.61,175.37,952300,623600,719210,4.71,13.41,0.60%
VRSN,"Verisign Inc",204.91,208.33,202.71,220.51,194.95,526500,601600,799600,6.74,-12.19,0.00%
VRTX,"Vertex Pharmaceutic",270.31,270.58,264.23,283.45,253.97,891600,1103300,1328129,6.88,28.87,0.00%
VTR,"Ventas Inc",42.58,43.11,42.4,46.49,39.14,1523800,2947200,2981381,1.09,27.88,4.32%
VZ,"Verizon Communications Inc",59.24,59.79,59.18,61.5,58.65,10008100,11910400,15129519,4.82,15.49,4.14%
WAB,"Wabtec Corp",62.47,63.54,61.81,70.44,59.28,565000,843100,1131871,3.91,51.92,0.79%
WAT,"Waters Corp",193.39,195.15,192.3,218.48,187.31,266800,236700,396329,8.58,-3.1,0.00%
WBA,"Walgreens Boots Alliance",35.38,36.51,35.83,38.71,33.88,5079500,5901600,7725857,5.15,24.31,5.28%
WDAY,"Workday Inc",220.78,221.5,215.25,246.9,195.81,1723600,2411000,2136871,-1.26,11.98,0.00%
WDC,"Western Digital Cp",39.32,39.24,38.4,41.12,35.56,6681700,5223700,6264448,2.11,31.87,0.00%
WEC,"Wisconsin Energy Corp",96.66,97.46,95.72,100.43,92.7,879100,793100,1260576,3.7,33.26,2.63%
WELL,"Welltower Inc",54.5,54.94,53.96,61.8,51.22,2048700,2403000,3077252,3.51,40.57,4.58%
WFC,"Wells Fargo & Company",23.26,24.27,23.76,26,22.56,38448000,41103500,46772105,1.2,43.72,1.69%
WHR,"Whirlpool Corp",180.75,185.31,179.55,185.31,164.06,455000,707000,659619,13.85,63.01,2.69%
WLTW,"Willis Towers WT",208.09,208.52,201.17,218.78,194.71,681700,1121400,884590,11.35,81.14,1.37%
WM,"Waste Management",113.41,115.21,113.88,118.92,109.06,1042600,1265500,1767595,4.19,16.32,1.92%
WMB,"Williams Companies",20.26,20.64,20.02,21.64,19.33,7138700,7699400,10301848,1.01,12.43,8.01%
WMT,"Wal-Mart Stores",137.14,138.05,136.72,151.33,134.75,9240899,7065600,12964167,5.28,28.65,1.57%
WRB,"W.R. Berkley Corp",60.97,62.29,61.34,65.4,58.84,668700,647500,707490,2.31,32.84,0.79%
WRK,"Westrock Company",34.25,36.35,34.32,39.24,30.04,2878700,4178200,3484709,3.25,45.18,2.23%
WST,"West Pharmaceutical Services",273.65,276.3,270,288.65,254.01,248100,378600,551424,3.87,21.75,0.24%
WU,"Western Union Company",21.78,22.08,21.7,24.08,21.07,2380000,3070400,3388010,1.72,-0.18,4.17%
WY,"Weyerhaeuser Company",28.05,28.41,27.61,31,26.51,2999600,3425400,4648595,0.4,10.99,0.00%
WYNN,"Wynn Resorts Ltd",70.98,74.57,72.43,91.9,68.79,4266400,3203500,3582181,-10.13,2.54,0.00%
XEL,"XCEL Energy Inc",68.64,69.26,68.37,72.43,65.69,2066100,2062200,2273814,2.67,25.48,2.51%
XLNX,"Xilinx Inc",103.63,103.91,101.4,109.3,96.71,932200,1437700,1755762,3.05,9.49,1.51%
XOM,"Exxon Mobil Corp",34.28,35.9,35.1,40.72,33.76,20788801,23396500,28280775,0.92,44.26,10.05%
XRAY,"Dentsply Sirona Inc",42.75,44.28,43.2,48.11,41.52,1042800,1289000,1317381,1.55,21.2,0.92%
XRX,"Xerox Corp",18.46,18.75,18.33,19.59,17.35,1728700,2001700,3116833,2.77,26.74,5.56%
XYL,"Xylem Inc",83.77,84.97,83.66,87.64,79.72,891500,806700,985790,2.34,15.92,1.25%
YUM,"Yum! Brands",90.71,92.45,91.39,98.65,88.08,1612600,1694800,1620643,3.26,-26.9,2.06%
ZBH,"Zimmer Biomet Holdings",133.4,138.01,135.94,147.92,129.15,831500,909800,943833,5.82,56.24,0.71%
ZBRA,"Zebra Technologies",258.92,264.02,259.05,295.52,246.83,191900,272700,343910,11.31,33.8,0.00%
ZION,"Zions Bancorp",28.97,29.64,28.83,33.97,27.55,1437200,1478700,1634314,2.69,46.19,4.78%
ZM,"Zoom Video Communications Cl A",465.5,519.77,479.57,529.74,301.27,15241100,17621301,16881928,0.87,4.21,0.00%
ZTS,"Zoetis Inc Cl A",162.48,164.34,161.16,165.82,152.5,1046300,2293800,1516595,3.7,6.29,0.50%
"Downloaded from Barchart.com as of 09-29-2020 08:04pm CDT"
