Symbol,Name,Open,Last,"Prev Open",Previous,"Open 2D Ago","Last 2D Ago","1M MA","1M High","1M Low",Volume,"Prev Vol","5D Avg Vol","1M Avg Vol"
SIRI,"Sirius XM Holdings",5.82,5.8,5.84,5.73,5.84,5.84,5.56,6.03,4.95,19837699,21310301,23688840,26939900
SIVB,"Svb Financial Group",274.51,275.95,276.25,270.63,274.77,273.21,253.9,281.16,221.55,215700,184100,221360,278905
SJM,"J.M. Smucker Company",115.81,114.12,117.75,115.21,118.74,117.88,115.38,120.93,108.1,982604,649500,619180,688236
SLB,"Schlumberger N.V.",15.24,15.49,15.16,15.01,15.62,14.97,16,18.19,14.52,20802626,18285400,22107859,15490928
SLG,"SL Green Realty Corp",46.3,46.47,47.41,45.61,47.14,47.3,47.79,53.42,42.67,1083179,1280100,1043180,1234327
SNA,"Snap-On Inc",156.39,154.93,155.91,155.96,158.86,159.16,151.01,161.47,138.94,447088,659400,422640,393527
SNPS,"Synopsys Inc",225.95,226.4,226.29,224.37,228.61,226.48,216.56,232.74,193.55,550400,442700,543720,631241
SO,"Southern Company",58.26,58.6,58.43,58.04,58.28,58.35,56.2,59.2,52.01,3384478,3989500,3313780,3922232
SPG,"Simon Property Group",64.89,64.46,65,63.91,65.53,64.82,66.09,72.63,59.6,2902421,3587400,3220340,4130073
SPGI,"S&P Global Inc",340.33,340.15,349.25,341.15,348,348.17,353.33,368.14,339.3,1032533,731600,929720,785868
SPLK,"Splunk Inc",209.49,211.55,208.2,207.21,207.61,207.2,197.41,219.5,171.07,1356100,1418500,2000200,1671909
SRE,"Sempra Energy",129.01,129.68,128.68,127.97,128.66,128.11,122.21,130.4,112.33,991331,1523600,1256180,1246036
STE,"Steris Corp",186.87,186.34,189.34,186.43,187.52,188.88,179.33,192.97,164.19,183142,203900,258640,426741
STT,"State Street Corp",65,64.58,66.75,64.35,67.02,66.58,62.27,67.75,56.63,1723878,2145700,2255200,2093032
STX,"Seagate Tech Ord Shs",52.49,51.89,51.6,52.15,50.96,51.44,49.9,53,46.89,2299400,3693000,2363120,2514473
STZ,"Constellation Brands Inc",182.5,180.33,182,180.64,182.3,181.48,184.35,191,179.3,617836,967800,780340,1031259
SWK,"Stanley Black & Decker Inc",175.58,175.7,176.72,173.59,177.55,176.38,167.96,180.26,152.19,848785,756700,848920,928836
SWKS,"Skyworks Solutions",152.66,152.45,154.51,151.14,154.4,153.15,147.37,158.61,131.44,954200,1188900,1068100,1640755
SYF,"Synchrony Financial",28.06,27.61,29.61,29.08,29.31,29.38,27.34,29.99,24.2,11556959,5455200,5212200,4770786
SYK,"Stryker Corp",222.13,220.8,224.2,220.89,223.8,224.05,213.13,227.39,196.75,603546,763300,740740,961714
SYY,"Sysco Corp",65.2,64.58,65.83,64.34,66.9,65.78,64.28,69.27,58.94,1565889,2333400,2143860,2437955
T,"AT&T Inc",26.99,26.76,27.43,26.88,27.48,27.33,28.11,29.16,26.66,41571339,52128000,40710680,37565715
TAP,"Molson Coors Brewing Company",35.06,34.7,35.46,34.72,35.5,35.4,34.49,37.06,32.11,1434535,1475800,1564700,2526182
TCOM,"Trip.com Group Ltd",30.22,30.08,30.24,30.19,29.99,29.91,30.53,33.23,27.32,2588700,2568800,2817660,3906659
TDG,"Transdigm Group Inc",490,493.39,492.33,484.16,495.95,491.99,486.78,511.44,467.91,400247,318600,381540,398927
TDY,"Teledyne Technologies Inc",336.56,339.46,333.8,334.3,330,333.2,319.05,341.8,301.76,216713,202800,179980,167759
TEL,"Te Connectivity Ltd",107.29,106.02,107.94,105.43,107.87,107.76,101.46,109.27,90.88,1846006,994400,1609820,1557282
TER,"Teradyne Inc",87.68,87.94,87.72,86.67,88.19,86.59,82.01,88.88,74.5,2805600,1469000,1474020,1548159
TFC,"Truist Financial Corp",42.02,42.09,41.82,41.57,42.08,41.65,39.91,43.62,34.86,4306486,3578700,5013900,5470246
TFX,"Teleflex Inc",363.19,361.8,367.57,361.63,363.57,365.39,346.93,372.62,320.33,217489,315000,207520,227482
TGT,"Target Corp",164.95,164.87,166.21,164.05,165.91,164.92,159.52,167.42,146.45,2698502,2322500,2843020,2867804
TIF,"Tiffany & Company",122.5,122.28,122.49,122.19,121.82,122.72,117.93,123.51,114.59,499585,1136800,1315500,1114432
TJX,"TJX Companies",55.45,54.93,56.99,55.13,57.42,56.65,56.04,59.16,51.8,5672238,4883500,5130480,5482414
TMO,"Thermo Fisher Scientific Inc",461.27,465.26,468.87,461.29,468.2,468.59,446.48,473.84,412.8,1082033,1248900,1037820,1075773
TMUS,"T-Mobile US",113.9,113.07,115.47,112.75,115.81,114.96,114.29,123.42,108.15,2738800,3037400,3893240,4116873
TPR,"Tapestry Inc",20.26,20.48,19.6,20.06,19.54,19.53,17.64,20.83,15.23,5642927,6292700,4696600,5322937
TRV,"The Travelers Companies Inc",115.58,118.11,113.51,111.84,112.79,113.32,111.38,118.45,105.67,2300761,1191500,1488380,1475973
TSCO,"Tractor Supply Company",151.63,149.7,154.25,150.98,152.41,153.09,145.38,157.07,136.57,1159400,1222400,1456860,1207441
TSLA,"Tesla Inc",431.75,421.94,446.24,430.83,454.44,439.67,427.19,465.9,351.3,31364801,36287801,36829199,53728309
TSN,"Tyson Foods",58.86,57.86,59.77,58.31,60.57,59.71,58.91,61.55,56.27,1630226,1711500,1621860,2362914
TT,"Trane Technologies Plc",128.59,128.73,131.22,127.5,130.99,131.21,125.36,132.26,117.13,869172,1310500,906860,931114
TTWO,"Take-Two Interacti",166.7,164.44,170.52,165.53,169,168.22,164.85,172,157.01,1003100,1005300,1211980,1100832
TWTR,"Twitter Inc",45.55,46.35,46.05,45.82,46.36,45.81,45.32,48.65,39.22,9474385,9870700,13311960,17319078
TXN,"Texas Instruments",151.79,150.83,153.28,150.76,153.97,153.12,145.5,155.88,134.12,3913800,4225300,3788680,3844964
TXT,"Textron Inc",35.87,34.98,36.5,35.49,36.69,36.27,35.94,37.66,33.76,1274506,771600,1267240,1151877
TYL,"Tyler Technologies",396.26,396.25,400,394.14,399.57,398.52,366.94,404.23,324.67,140423,178300,141540,210595
UA,"Under Armour Inc Cl C",11.69,11.78,11.27,11.56,11.34,11.3,10.51,12.22,9.2,5285773,3854700,3762780,3596750
UAA,"Under Armour",13.37,13.47,12.93,13.26,13.02,13,12.04,13.94,10.51,8807035,5984300,6816240,6426563
UAL,"United Airlines Holdings Inc",36.16,36.06,34.45,35.5,34.31,34.16,35.14,37.8,31.22,22524002,33094398,22108939,24262191
UDR,"United Dominion Realty Trust",32.47,32.32,33.13,32.14,33.65,33.01,33.61,35.97,31.61,1493191,2180700,1641920,2099732
UHS,"Universal Health Services",111.12,112.72,112.43,110.35,112.81,112.89,108.57,120.01,99.47,323530,403600,412880,647964
ULTA,"Ulta Beauty Inc",237.09,232.73,243,235.45,240.59,242,229.73,245.69,212.06,679800,757200,615260,737373
UNH,"Unitedhealth Group Inc",326.62,323.41,328.54,324.22,325.46,329.9,314.38,333.7,289.64,1988590,2482300,3078380,2752177
UNM,"Unumprovident Corp",18.76,18.68,18.69,18.45,18.85,18.65,17.83,19.25,15.79,2115315,1846700,1695380,1990305
UNP,"Union Pacific Corp",206.55,206.78,208.39,205.66,209.37,209.85,201.08,210.95,190.73,1569689,2110300,2330040,2401923
UPS,"United Parcel Service",173.14,174.88,174.76,172.1,175.07,174.44,169.72,177.35,157.38,2785365,2884600,3067740,3501309
URI,"United Rentals",189.6,189.32,191.01,187.44,189.71,192.94,183.8,203.57,159.01,576636,668400,776060,830295
USB,"U.S. Bancorp",39.31,39.21,39.35,38.97,39.25,39.14,37.35,39.97,34.17,5666337,6117200,6221080,6425164
V,"Visa Inc",197.55,197.7,200.85,196.97,199.99,200.26,200.64,207.97,193.13,7428566,7449600,7094320,6740318
VAR,"Varian Medical Systems",171.8,171.8,172.05,171.51,172.2,171.96,171.95,172.99,170.95,828423,1180500,939480,1177000
VFC,"V.F. Corp",72.35,72.37,74.5,72.54,78,75.82,73.34,79,66.95,3003379,3307800,2918420,2107446
VIAC,"Viacomcbs Inc Cl B",27.42,27.46,28.15,27.13,27.97,27.94,28.46,30.19,26.99,9204000,15514699,9248080,9529891
VLO,"Valero Energy Corp",39.75,40.7,40.42,39.29,41.57,40.22,42.91,47.95,38.87,4120599,5086700,4816240,4929805
VMC,"Vulcan Materials Company",146.92,145.45,146.73,145.62,147.18,146.42,139.72,153.88,124.58,592153,636800,796500,956841
VNO,"Vornado Realty Trust",33.13,32.83,33.29,32.59,34.1,34.01,34.25,37.18,31.36,1680474,2583600,1688700,1571177
VRSK,"Verisk Analytics Inc",189.57,190.36,192.17,188.5,192.56,192.47,185.22,195.1,175.37,438000,430900,429060,575923
VRSN,"Verisign Inc",204.06,203.96,207.47,203.17,208.56,207.34,205.89,218.02,198.96,387000,395300,406960,509595
VRTX,"Vertex Pharmaceutic",222,214.54,219.08,220.51,217.79,218.08,258.91,280.99,213.17,2924100,3789600,6242140,2255750
VTR,"Ventas Inc",41.66,41.67,42.92,41.27,43.18,42.7,42.88,45.45,39.14,2099535,2397800,2633040,2516718
VZ,"Verizon Communications Inc",57.54,57.25,58.15,57.3,58.08,58.05,59.05,60.37,56.76,18687076,16075101,15673160,14093159
WAB,"Wabtec Corp",62.79,63.16,63.44,62.1,63.76,63.33,62.85,66.37,59.28,853916,864800,787380,1034227
WAT,"Waters Corp",211.44,213.08,211.31,209.87,215.04,211.1,200.53,218.2,187.31,361687,297100,353640,336882
WBA,"Walgreens Boots Alliance",37.15,37.49,37.46,36.97,37.48,37.41,36.23,38.22,34.52,6033400,4865300,8803101,6595723
WDAY,"Workday Inc",230.79,224.43,229.76,227.64,227.15,229.45,220.85,236.84,195.81,1894100,1356000,1500160,1607300
WDC,"Western Digital Cp",40.9,41.41,38.25,40.92,38.09,37.94,37.89,41.96,35.29,7435600,17145000,9833420,6976064
WEC,"Wisconsin Energy Corp",100.87,100.63,102.11,100.4,100.11,101.56,97.9,102.11,92.76,1445126,1072600,1121820,1068259
WELL,"Welltower Inc",53.49,54.09,54.74,52.58,54.02,54.28,54.91,58.57,51.22,1741865,2135800,2143880,2723423
WFC,"Wells Fargo & Company",22.73,22.81,22.89,22.54,23.01,22.86,23.84,25.74,22.51,34716060,37423602,50217480,38765844
WHR,"Whirlpool Corp",201.9,199.93,201.2,198.88,204.1,201.57,190.6,206.11,169.99,682998,606800,646180,733405
WLTW,"Willis Towers WT",214.83,209.4,216,212.71,217.27,216.76,209.14,219.3,194.71,743500,921300,644340,915386
WM,"Waste Management",114.75,114.31,116,113.7,115.58,115.87,114.13,117.6,110.25,832832,1456600,1220800,1340336
WMB,"Williams Companies",19.46,19.69,19.43,19.29,19.76,19.27,19.71,21.01,18.31,7906306,8062400,8626780,9836810
WMT,"Wal-Mart Stores",144.11,143.9,145.1,142.95,145.4,144.71,140.96,146.6,135.07,4841085,4881000,5302260,7739313
WRB,"W.R. Berkley Corp",61.87,63.22,62.29,61.21,62.17,62.05,61.68,64.56,58.84,905297,648000,659220,600164
WRK,"Westrock Company",41.42,40.12,41.14,41.08,40.39,40.98,36.67,42.04,32.01,2400038,3745300,3243540,2999641
WST,"West Pharmaceutical Services",286.85,286.98,293,286.06,293.56,292.06,283.27,303.14,261.05,337429,373000,383860,439214
WU,"Western Union Company",21.84,21.66,22.1,21.7,22.19,22.07,21.8,22.65,21.05,2639089,2428700,2854320,3178364
WY,"Weyerhaeuser Company",29.68,30.11,29.67,29.3,29.85,29.53,28.79,30.54,26.51,4736599,3596600,3401100,3681464
WYNN,"Wynn Resorts Ltd",70.16,72.44,71.39,69.67,72.53,71.12,72.51,77.74,68.79,3502900,3848200,3240180,3697768
XEL,"XCEL Energy Inc",72.04,71.53,72.89,71.69,72.27,73.13,70.52,74.41,65.69,1876500,4013300,2470840,2187836
XLNX,"Xilinx Inc",116.09,114.73,118,116.38,118.5,118.02,108.16,123.78,96.71,3298200,2689600,2902400,2997614
XOM,"Exxon Mobil Corp",33.66,33.7,34.1,33.42,34.37,34.1,34.3,36.84,32.21,23034372,23645801,22062920,25751018
XRAY,"Dentsply Sirona Inc",45.11,44.71,45.88,44.6,45.57,45.68,44.43,46.35,41.52,657100,512200,656680,828950
XRX,"Xerox Corp",19.96,19.61,20.19,19.72,20.1,20.08,19.21,20.62,17.35,2140798,2096800,1923820,2290905
XYL,"Xylem Inc",91.2,91.48,91.05,90.42,91.12,91.52,86.92,93.14,80.95,778830,779600,874700,818518
YUM,"Yum! Brands",97.87,97.28,98.39,97.25,99.67,98.53,93.87,100.75,88.08,1112352,1087900,1645420,1486850
ZBH,"Zimmer Biomet Holdings",143.37,141.9,146.93,142,148.27,146.93,140.52,150.09,129.15,589641,1011900,844240,909050
ZBRA,"Zebra Technologies",293.24,294.83,292.2,291.57,289.96,293,270.55,300,246.83,211000,347500,265380,305055
ZION,"Zions Bancorp",31.58,30.52,31.36,30.22,31.1,31.14,30.16,32.5,27.55,2618600,1515600,1833380,1587405
ZM,"Zoom Video Communications Cl A",572.33,537.02,572.5,568.34,544,559,497.6,588.84,434,12046800,15193200,13166780,12107827
ZTS,"Zoetis Inc Cl A",160.28,159.69,164.62,159.99,163.98,163.55,162.48,168.96,156.53,2145698,1271100,1546160,1642368
"Downloaded from Barchart.com as of 10-20-2020 05:56pm CDT"
